idResource;idProject;rate;idProfile
163;40;100;4
163;41;100;4
163;42;100;4
163;43;100;4
163;44;100;4
163;45;100;4
163;46;100;4
163;47;100;4
163;48;100;4
163;49;100;4
163;50;100;4
